,lgID,teamID,franchID,name
623,FL,BLF,BLT,Baltimore Terrapins
624,FL,BRF,BTT,Brooklyn Tip-Tops
625,FL,BUF,BFL,Buffalo Blues
626,FL,CHF,CHH,Chicago Whales
627,FL,KCF,KCP,Kansas City Packers
628,FL,NEW,NEW,Newark Pepper
629,FL,PTF,PBS,Pittsburgh Rebels
630,FL,SLF,SLI,St. Louis Terriers
631,NL,BRO,LAD,Brooklyn Robins
632,NL,BSN,ATL,Boston Braves
633,NL,CHN,CHC,Chicago Cubs
634,NL,CIN,CIN,Cincinnati Reds
635,NL,NY1,SFG,New York Giants
636,NL,PHI,PHI,Philadelphia Phillies
637,NL,PIT,PIT,Pittsburgh Pirates
638,NL,SLN,STL,St. Louis Cardinals
639,AL,BOS,BOS,Boston Red Sox
640,AL,CHA,CHW,Chicago White Sox
641,AL,CLE,CLE,Cleveland Indians
642,AL,DET,DET,Detroit Tigers
643,AL,NYA,NYY,New York Yankees
644,AL,PHA,OAK,Philadelphia Athletics
645,AL,SLA,BAL,St. Louis Browns
646,AL,WS1,MIN,Washington Senators
647,NL,BRO,LAD,Brooklyn Robins
648,NL,BSN,ATL,Boston Braves
649,NL,CHN,CHC,Chicago Cubs
650,NL,CIN,CIN,Cincinnati Reds
651,NL,NY1,SFG,New York Giants
652,NL,PHI,PHI,Philadelphia Phillies
653,NL,PIT,PIT,Pittsburgh Pirates
654,NL,SLN,STL,St. Louis Cardinals
655,AL,BOS,BOS,Boston Red Sox
656,AL,CHA,CHW,Chicago White Sox
657,AL,CLE,CLE,Cleveland Indians
658,AL,DET,DET,Detroit Tigers
659,AL,NYA,NYY,New York Yankees
660,AL,PHA,OAK,Philadelphia Athletics
661,AL,SLA,BAL,St. Louis Browns
662,AL,WS1,MIN,Washington Senators
663,NL,BRO,LAD,Brooklyn Robins
664,NL,BSN,ATL,Boston Braves
665,NL,CHN,CHC,Chicago Cubs
666,NL,CIN,CIN,Cincinnati Reds
667,NL,NY1,SFG,New York Giants
668,NL,PHI,PHI,Philadelphia Phillies
669,NL,PIT,PIT,Pittsburgh Pirates
670,NL,SLN,STL,St. Louis Cardinals
671,AL,BOS,BOS,Boston Red Sox
672,AL,CHA,CHW,Chicago White Sox
673,AL,CLE,CLE,Cleveland Indians
674,AL,DET,DET,Detroit Tigers
675,AL,NYA,NYY,New York Yankees
676,AL,PHA,OAK,Philadelphia Athletics
677,AL,SLA,BAL,St. Louis Browns
678,AL,WS1,MIN,Washington Senators
679,NL,BRO,LAD,Brooklyn Robins
680,NL,BSN,ATL,Boston Braves
681,NL,CHN,CHC,Chicago Cubs
682,NL,CIN,CIN,Cincinnati Reds
683,NL,NY1,SFG,New York Giants
684,NL,PHI,PHI,Philadelphia Phillies
685,NL,PIT,PIT,Pittsburgh Pirates
686,NL,SLN,STL,St. Louis Cardinals
687,AL,BOS,BOS,Boston Red Sox
688,AL,CHA,CHW,Chicago White Sox
689,AL,CLE,CLE,Cleveland Indians
690,AL,DET,DET,Detroit Tigers
691,AL,NYA,NYY,New York Yankees
692,AL,PHA,OAK,Philadelphia Athletics
693,AL,SLA,BAL,St. Louis Browns
694,AL,WS1,MIN,Washington Senators
695,NL,BRO,LAD,Brooklyn Robins
696,NL,BSN,ATL,Boston Braves
697,NL,CHN,CHC,Chicago Cubs
698,NL,CIN,CIN,Cincinnati Reds
699,NL,NY1,SFG,New York Giants
700,NL,PHI,PHI,Philadelphia Phillies
701,NL,PIT,PIT,Pittsburgh Pirates
702,NL,SLN,STL,St. Louis Cardinals
703,AL,BOS,BOS,Boston Red Sox
704,AL,CHA,CHW,Chicago White Sox
705,AL,CLE,CLE,Cleveland Indians
706,AL,DET,DET,Detroit Tigers
707,AL,NYA,NYY,New York Yankees
708,AL,PHA,OAK,Philadelphia Athletics
709,AL,SLA,BAL,St. Louis Browns
710,AL,WS1,MIN,Washington Senators
711,NL,BRO,LAD,Brooklyn Robins
712,NL,BSN,ATL,Boston Braves
713,NL,CHN,CHC,Chicago Cubs
714,NL,CIN,CIN,Cincinnati Reds
715,NL,NY1,SFG,New York Giants
716,NL,PHI,PHI,Philadelphia Phillies
717,NL,PIT,PIT,Pittsburgh Pirates
718,NL,SLN,STL,St. Louis Cardinals
719,AL,BOS,BOS,Boston Red Sox
720,AL,CHA,CHW,Chicago White Sox
721,AL,CLE,CLE,Cleveland Indians
722,AL,DET,DET,Detroit Tigers
723,AL,NYA,NYY,New York Yankees
724,AL,PHA,OAK,Philadelphia Athletics
725,AL,SLA,BAL,St. Louis Browns
726,AL,WS1,MIN,Washington Senators
727,NL,BRO,LAD,Brooklyn Robins
728,NL,BSN,ATL,Boston Braves
729,NL,CHN,CHC,Chicago Cubs
730,NL,CIN,CIN,Cincinnati Reds
731,NL,NY1,SFG,New York Giants
732,NL,PHI,PHI,Philadelphia Phillies
733,NL,PIT,PIT,Pittsburgh Pirates
734,NL,SLN,STL,St. Louis Cardinals
735,AL,BOS,BOS,Boston Red Sox
736,AL,CHA,CHW,Chicago White Sox
737,AL,CLE,CLE,Cleveland Indians
738,AL,DET,DET,Detroit Tigers
739,AL,NYA,NYY,New York Yankees
740,AL,PHA,OAK,Philadelphia Athletics
741,AL,SLA,BAL,St. Louis Browns
742,AL,WS1,MIN,Washington Senators
743,NL,BRO,LAD,Brooklyn Robins
744,NL,BSN,ATL,Boston Braves
745,NL,CHN,CHC,Chicago Cubs
746,NL,CIN,CIN,Cincinnati Reds
747,NL,NY1,SFG,New York Giants
748,NL,PHI,PHI,Philadelphia Phillies
749,NL,PIT,PIT,Pittsburgh Pirates
750,NL,SLN,STL,St. Louis Cardinals
751,AL,BOS,BOS,Boston Red Sox
752,AL,CHA,CHW,Chicago White Sox
753,AL,CLE,CLE,Cleveland Indians
754,AL,DET,DET,Detroit Tigers
755,AL,NYA,NYY,New York Yankees
756,AL,PHA,OAK,Philadelphia Athletics
757,AL,SLA,BAL,St. Louis Browns
758,AL,WS1,MIN,Washington Senators
759,NL,BRO,LAD,Brooklyn Robins
760,NL,BSN,ATL,Boston Braves
761,NL,CHN,CHC,Chicago Cubs
762,NL,CIN,CIN,Cincinnati Reds
763,NL,NY1,SFG,New York Giants
764,NL,PHI,PHI,Philadelphia Phillies
765,NL,PIT,PIT,Pittsburgh Pirates
766,NL,SLN,STL,St. Louis Cardinals
767,AL,BOS,BOS,Boston Red Sox
768,AL,CHA,CHW,Chicago White Sox
769,AL,CLE,CLE,Cleveland Indians
770,AL,DET,DET,Detroit Tigers
771,AL,NYA,NYY,New York Yankees
772,AL,PHA,OAK,Philadelphia Athletics
773,AL,SLA,BAL,St. Louis Browns
774,AL,WS1,MIN,Washington Senators
775,NL,BRO,LAD,Brooklyn Robins
776,NL,BSN,ATL,Boston Braves
777,NL,CHN,CHC,Chicago Cubs
778,NL,CIN,CIN,Cincinnati Reds
779,NL,NY1,SFG,New York Giants
780,NL,PHI,PHI,Philadelphia Phillies
781,NL,PIT,PIT,Pittsburgh Pirates
782,NL,SLN,STL,St. Louis Cardinals
783,AL,BOS,BOS,Boston Red Sox
784,AL,CHA,CHW,Chicago White Sox
785,AL,CLE,CLE,Cleveland Indians
786,AL,DET,DET,Detroit Tigers
787,AL,NYA,NYY,New York Yankees
788,AL,PHA,OAK,Philadelphia Athletics
789,AL,SLA,BAL,St. Louis Browns
790,AL,WS1,MIN,Washington Senators
791,NL,BRO,LAD,Brooklyn Robins
792,NL,BSN,ATL,Boston Braves
793,NL,CHN,CHC,Chicago Cubs
794,NL,CIN,CIN,Cincinnati Reds
795,NL,NY1,SFG,New York Giants
796,NL,PHI,PHI,Philadelphia Phillies
797,NL,PIT,PIT,Pittsburgh Pirates
798,NL,SLN,STL,St. Louis Cardinals
799,AL,BOS,BOS,Boston Red Sox
800,AL,CHA,CHW,Chicago White Sox
801,AL,CLE,CLE,Cleveland Indians
802,AL,DET,DET,Detroit Tigers
803,AL,NYA,NYY,New York Yankees
804,AL,PHA,OAK,Philadelphia Athletics
805,AL,SLA,BAL,St. Louis Browns
806,AL,WS1,MIN,Washington Senators
807,NL,BRO,LAD,Brooklyn Robins
808,NL,BSN,ATL,Boston Braves
809,NL,CHN,CHC,Chicago Cubs
810,NL,CIN,CIN,Cincinnati Reds
811,NL,NY1,SFG,New York Giants
812,NL,PHI,PHI,Philadelphia Phillies
813,NL,PIT,PIT,Pittsburgh Pirates
814,NL,SLN,STL,St. Louis Cardinals
815,AL,BOS,BOS,Boston Red Sox
816,AL,CHA,CHW,Chicago White Sox
817,AL,CLE,CLE,Cleveland Indians
818,AL,DET,DET,Detroit Tigers
819,AL,NYA,NYY,New York Yankees
820,AL,PHA,OAK,Philadelphia Athletics
821,AL,SLA,BAL,St. Louis Browns
822,AL,WS1,MIN,Washington Senators
823,NL,BRO,LAD,Brooklyn Robins
824,NL,BSN,ATL,Boston Braves
825,NL,CHN,CHC,Chicago Cubs
826,NL,CIN,CIN,Cincinnati Reds
827,NL,NY1,SFG,New York Giants
828,NL,PHI,PHI,Philadelphia Phillies
829,NL,PIT,PIT,Pittsburgh Pirates
830,NL,SLN,STL,St. Louis Cardinals
831,AL,BOS,BOS,Boston Red Sox
832,AL,CHA,CHW,Chicago White Sox
833,AL,CLE,CLE,Cleveland Indians
834,AL,DET,DET,Detroit Tigers
835,AL,NYA,NYY,New York Yankees
836,AL,PHA,OAK,Philadelphia Athletics
837,AL,SLA,BAL,St. Louis Browns
838,AL,WS1,MIN,Washington Senators
839,NL,BRO,LAD,Brooklyn Robins
840,NL,BSN,ATL,Boston Braves
841,NL,CHN,CHC,Chicago Cubs
842,NL,CIN,CIN,Cincinnati Reds
843,NL,NY1,SFG,New York Giants
844,NL,PHI,PHI,Philadelphia Phillies
845,NL,PIT,PIT,Pittsburgh Pirates
846,NL,SLN,STL,St. Louis Cardinals
847,AL,BOS,BOS,Boston Red Sox
848,AL,CHA,CHW,Chicago White Sox
849,AL,CLE,CLE,Cleveland Indians
850,AL,DET,DET,Detroit Tigers
851,AL,NYA,NYY,New York Yankees
852,AL,PHA,OAK,Philadelphia Athletics
853,AL,SLA,BAL,St. Louis Browns
854,AL,WS1,MIN,Washington Senators
855,NL,BRO,LAD,Brooklyn Robins
856,NL,BSN,ATL,Boston Braves
857,NL,CHN,CHC,Chicago Cubs
858,NL,CIN,CIN,Cincinnati Reds
859,NL,NY1,SFG,New York Giants
860,NL,PHI,PHI,Philadelphia Phillies
861,NL,PIT,PIT,Pittsburgh Pirates
862,NL,SLN,STL,St. Louis Cardinals
863,AL,BOS,BOS,Boston Red Sox
864,AL,CHA,CHW,Chicago White Sox
865,AL,CLE,CLE,Cleveland Indians
866,AL,DET,DET,Detroit Tigers
867,AL,NYA,NYY,New York Yankees
868,AL,PHA,OAK,Philadelphia Athletics
869,AL,SLA,BAL,St. Louis Browns
870,AL,WS1,MIN,Washington Senators
871,NL,BRO,LAD,Brooklyn Robins
872,NL,BSN,ATL,Boston Braves
873,NL,CHN,CHC,Chicago Cubs
874,NL,CIN,CIN,Cincinnati Reds
875,NL,NY1,SFG,New York Giants
876,NL,PHI,PHI,Philadelphia Phillies
877,NL,PIT,PIT,Pittsburgh Pirates
878,NL,SLN,STL,St. Louis Cardinals
879,AL,BOS,BOS,Boston Red Sox
880,AL,CHA,CHW,Chicago White Sox
881,AL,CLE,CLE,Cleveland Indians
882,AL,DET,DET,Detroit Tigers
883,AL,NYA,NYY,New York Yankees
884,AL,PHA,OAK,Philadelphia Athletics
885,AL,SLA,BAL,St. Louis Browns
886,AL,WS1,MIN,Washington Senators
887,NL,BRO,LAD,Brooklyn Robins
888,NL,BSN,ATL,Boston Braves
889,NL,CHN,CHC,Chicago Cubs
890,NL,CIN,CIN,Cincinnati Reds
891,NL,NY1,SFG,New York Giants
892,NL,PHI,PHI,Philadelphia Phillies
893,NL,PIT,PIT,Pittsburgh Pirates
894,NL,SLN,STL,St. Louis Cardinals
895,AL,BOS,BOS,Boston Red Sox
896,AL,CHA,CHW,Chicago White Sox
897,AL,CLE,CLE,Cleveland Indians
898,AL,DET,DET,Detroit Tigers
899,AL,NYA,NYY,New York Yankees
900,AL,PHA,OAK,Philadelphia Athletics
901,AL,SLA,BAL,St. Louis Browns
902,AL,WS1,MIN,Washington Senators
903,NL,BRO,LAD,Brooklyn Dodgers
904,NL,BSN,ATL,Boston Braves
905,NL,CHN,CHC,Chicago Cubs
906,NL,CIN,CIN,Cincinnati Reds
907,NL,NY1,SFG,New York Giants
908,NL,PHI,PHI,Philadelphia Phillies
909,NL,PIT,PIT,Pittsburgh Pirates
910,NL,SLN,STL,St. Louis Cardinals
911,AL,BOS,BOS,Boston Red Sox
912,AL,CHA,CHW,Chicago White Sox
913,AL,CLE,CLE,Cleveland Indians
914,AL,DET,DET,Detroit Tigers
915,AL,NYA,NYY,New York Yankees
916,AL,PHA,OAK,Philadelphia Athletics
917,AL,SLA,BAL,St. Louis Browns
918,AL,WS1,MIN,Washington Senators
919,NL,BRO,LAD,Brooklyn Dodgers
920,NL,BSN,ATL,Boston Braves
921,NL,CHN,CHC,Chicago Cubs
922,NL,CIN,CIN,Cincinnati Reds
923,NL,NY1,SFG,New York Giants
924,NL,PHI,PHI,Philadelphia Phillies
925,NL,PIT,PIT,Pittsburgh Pirates
926,NL,SLN,STL,St. Louis Cardinals
927,AL,BOS,BOS,Boston Red Sox
928,AL,CHA,CHW,Chicago White Sox
929,AL,CLE,CLE,Cleveland Indians
930,AL,DET,DET,Detroit Tigers
931,AL,NYA,NYY,New York Yankees
932,AL,PHA,OAK,Philadelphia Athletics
933,AL,SLA,BAL,St. Louis Browns
934,AL,WS1,MIN,Washington Senators
935,NL,BRO,LAD,Brooklyn Dodgers
936,NL,BSN,ATL,Boston Braves
937,NL,CHN,CHC,Chicago Cubs
938,NL,CIN,CIN,Cincinnati Reds
939,NL,NY1,SFG,New York Giants
940,NL,PHI,PHI,Philadelphia Phillies
941,NL,PIT,PIT,Pittsburgh Pirates
942,NL,SLN,STL,St. Louis Cardinals
943,AL,BOS,BOS,Boston Red Sox
944,AL,CHA,CHW,Chicago White Sox
945,AL,CLE,CLE,Cleveland Indians
946,AL,DET,DET,Detroit Tigers
947,AL,NYA,NYY,New York Yankees
948,AL,PHA,OAK,Philadelphia Athletics
949,AL,SLA,BAL,St. Louis Browns
950,AL,WS1,MIN,Washington Senators
951,NL,BRO,LAD,Brooklyn Dodgers
952,NL,BSN,ATL,Boston Braves
953,NL,CHN,CHC,Chicago Cubs
954,NL,CIN,CIN,Cincinnati Reds
955,NL,NY1,SFG,New York Giants
956,NL,PHI,PHI,Philadelphia Phillies
957,NL,PIT,PIT,Pittsburgh Pirates
958,NL,SLN,STL,St. Louis Cardinals
959,AL,BOS,BOS,Boston Red Sox
960,AL,CHA,CHW,Chicago White Sox
961,AL,CLE,CLE,Cleveland Indians
962,AL,DET,DET,Detroit Tigers
963,AL,NYA,NYY,New York Yankees
964,AL,PHA,OAK,Philadelphia Athletics
965,AL,SLA,BAL,St. Louis Browns
966,AL,WS1,MIN,Washington Senators
967,NL,BRO,LAD,Brooklyn Dodgers
968,NL,BSN,ATL,Boston Bees
969,NL,CHN,CHC,Chicago Cubs
970,NL,CIN,CIN,Cincinnati Reds
971,NL,NY1,SFG,New York Giants
972,NL,PHI,PHI,Philadelphia Phillies
973,NL,PIT,PIT,Pittsburgh Pirates
974,NL,SLN,STL,St. Louis Cardinals
975,AL,BOS,BOS,Boston Red Sox
976,AL,CHA,CHW,Chicago White Sox
977,AL,CLE,CLE,Cleveland Indians
978,AL,DET,DET,Detroit Tigers
979,AL,NYA,NYY,New York Yankees
980,AL,PHA,OAK,Philadelphia Athletics
981,AL,SLA,BAL,St. Louis Browns
982,AL,WS1,MIN,Washington Senators
983,NL,BRO,LAD,Brooklyn Dodgers
984,NL,BSN,ATL,Boston Bees
985,NL,CHN,CHC,Chicago Cubs
986,NL,CIN,CIN,Cincinnati Reds
987,NL,NY1,SFG,New York Giants
988,NL,PHI,PHI,Philadelphia Phillies
989,NL,PIT,PIT,Pittsburgh Pirates
990,NL,SLN,STL,St. Louis Cardinals
991,AL,BOS,BOS,Boston Red Sox
992,AL,CHA,CHW,Chicago White Sox
993,AL,CLE,CLE,Cleveland Indians
994,AL,DET,DET,Detroit Tigers
995,AL,NYA,NYY,New York Yankees
996,AL,PHA,OAK,Philadelphia Athletics
997,AL,SLA,BAL,St. Louis Browns
998,AL,WS1,MIN,Washington Senators
999,NL,BRO,LAD,Brooklyn Dodgers
1000,NL,BSN,ATL,Boston Bees
1001,NL,CHN,CHC,Chicago Cubs
1002,NL,CIN,CIN,Cincinnati Reds
1003,NL,NY1,SFG,New York Giants
1004,NL,PHI,PHI,Philadelphia Phillies
1005,NL,PIT,PIT,Pittsburgh Pirates
1006,NL,SLN,STL,St. Louis Cardinals
1007,AL,BOS,BOS,Boston Red Sox
1008,AL,CHA,CHW,Chicago White Sox
1009,AL,CLE,CLE,Cleveland Indians
1010,AL,DET,DET,Detroit Tigers
1011,AL,NYA,NYY,New York Yankees
1012,AL,PHA,OAK,Philadelphia Athletics
1013,AL,SLA,BAL,St. Louis Browns
1014,AL,WS1,MIN,Washington Senators
1015,NL,BRO,LAD,Brooklyn Dodgers
1016,NL,BSN,ATL,Boston Bees
1017,NL,CHN,CHC,Chicago Cubs
1018,NL,CIN,CIN,Cincinnati Reds
1019,NL,NY1,SFG,New York Giants
1020,NL,PHI,PHI,Philadelphia Phillies
1021,NL,PIT,PIT,Pittsburgh Pirates
1022,NL,SLN,STL,St. Louis Cardinals
1023,AL,BOS,BOS,Boston Red Sox
1024,AL,CHA,CHW,Chicago White Sox
1025,AL,CLE,CLE,Cleveland Indians
1026,AL,DET,DET,Detroit Tigers
1027,AL,NYA,NYY,New York Yankees
1028,AL,PHA,OAK,Philadelphia Athletics
1029,AL,SLA,BAL,St. Louis Browns
1030,AL,WS1,MIN,Washington Senators
1031,NL,BRO,LAD,Brooklyn Dodgers
1032,NL,BSN,ATL,Boston Bees
1033,NL,CHN,CHC,Chicago Cubs
1034,NL,CIN,CIN,Cincinnati Reds
1035,NL,NY1,SFG,New York Giants
1036,NL,PHI,PHI,Philadelphia Phillies
1037,NL,PIT,PIT,Pittsburgh Pirates
1038,NL,SLN,STL,St. Louis Cardinals
1039,AL,BOS,BOS,Boston Red Sox
1040,AL,CHA,CHW,Chicago White Sox
1041,AL,CLE,CLE,Cleveland Indians
1042,AL,DET,DET,Detroit Tigers
1043,AL,NYA,NYY,New York Yankees
1044,AL,PHA,OAK,Philadelphia Athletics
1045,AL,SLA,BAL,St. Louis Browns
1046,AL,WS1,MIN,Washington Senators
1047,NL,BRO,LAD,Brooklyn Dodgers
1048,NL,BSN,ATL,Boston Braves
1049,NL,CHN,CHC,Chicago Cubs
1050,NL,CIN,CIN,Cincinnati Reds
1051,NL,NY1,SFG,New York Giants
1052,NL,PHI,PHI,Philadelphia Phillies
1053,NL,PIT,PIT,Pittsburgh Pirates
1054,NL,SLN,STL,St. Louis Cardinals
1055,AL,BOS,BOS,Boston Red Sox
1056,AL,CHA,CHW,Chicago White Sox
1057,AL,CLE,CLE,Cleveland Indians
1058,AL,DET,DET,Detroit Tigers
1059,AL,NYA,NYY,New York Yankees
1060,AL,PHA,OAK,Philadelphia Athletics
1061,AL,SLA,BAL,St. Louis Browns
1062,AL,WS1,MIN,Washington Senators
1063,NL,BRO,LAD,Brooklyn Dodgers
1064,NL,BSN,ATL,Boston Braves
1065,NL,CHN,CHC,Chicago Cubs
1066,NL,CIN,CIN,Cincinnati Reds
1067,NL,NY1,SFG,New York Giants
1068,NL,PHI,PHI,Philadelphia Phillies
1069,NL,PIT,PIT,Pittsburgh Pirates
1070,NL,SLN,STL,St. Louis Cardinals
1071,AL,BOS,BOS,Boston Red Sox
1072,AL,CHA,CHW,Chicago White Sox
1073,AL,CLE,CLE,Cleveland Indians
1074,AL,DET,DET,Detroit Tigers
1075,AL,NYA,NYY,New York Yankees
1076,AL,PHA,OAK,Philadelphia Athletics
1077,AL,SLA,BAL,St. Louis Browns
1078,AL,WS1,MIN,Washington Senators
1079,NL,BRO,LAD,Brooklyn Dodgers
1080,NL,BSN,ATL,Boston Braves
1081,NL,CHN,CHC,Chicago Cubs
1082,NL,CIN,CIN,Cincinnati Reds
1083,NL,NY1,SFG,New York Giants
1084,NL,PHI,PHI,Philadelphia Blue Jays
1085,NL,PIT,PIT,Pittsburgh Pirates
1086,NL,SLN,STL,St. Louis Cardinals
1087,AL,BOS,BOS,Boston Red Sox
1088,AL,CHA,CHW,Chicago White Sox
1089,AL,CLE,CLE,Cleveland Indians
1090,AL,DET,DET,Detroit Tigers
1091,AL,NYA,NYY,New York Yankees
1092,AL,PHA,OAK,Philadelphia Athletics
1093,AL,SLA,BAL,St. Louis Browns
1094,AL,WS1,MIN,Washington Senators
1095,NL,BRO,LAD,Brooklyn Dodgers
1096,NL,BSN,ATL,Boston Braves
1097,NL,CHN,CHC,Chicago Cubs
1098,NL,CIN,CIN,Cincinnati Reds
1099,NL,NY1,SFG,New York Giants
1100,NL,PHI,PHI,Philadelphia Blue Jays
1101,NL,PIT,PIT,Pittsburgh Pirates
1102,NL,SLN,STL,St. Louis Cardinals
1103,AL,BOS,BOS,Boston Red Sox
1104,AL,CHA,CHW,Chicago White Sox
1105,AL,CLE,CLE,Cleveland Indians
1106,AL,DET,DET,Detroit Tigers
1107,AL,NYA,NYY,New York Yankees
1108,AL,PHA,OAK,Philadelphia Athletics
1109,AL,SLA,BAL,St. Louis Browns
1110,AL,WS1,MIN,Washington Senators
1111,NL,BRO,LAD,Brooklyn Dodgers
1112,NL,BSN,ATL,Boston Braves
1113,NL,CHN,CHC,Chicago Cubs
1114,NL,CIN,CIN,Cincinnati Reds
1115,NL,NY1,SFG,New York Giants
1116,NL,PHI,PHI,Philadelphia Phillies
1117,NL,PIT,PIT,Pittsburgh Pirates
1118,NL,SLN,STL,St. Louis Cardinals
1119,AL,BOS,BOS,Boston Red Sox
1120,AL,CHA,CHW,Chicago White Sox
1121,AL,CLE,CLE,Cleveland Indians
1122,AL,DET,DET,Detroit Tigers
1123,AL,NYA,NYY,New York Yankees
1124,AL,PHA,OAK,Philadelphia Athletics
1125,AL,SLA,BAL,St. Louis Browns
1126,AL,WS1,MIN,Washington Senators
1127,NL,BRO,LAD,Brooklyn Dodgers
1128,NL,BSN,ATL,Boston Braves
1129,NL,CHN,CHC,Chicago Cubs
1130,NL,CIN,CIN,Cincinnati Reds
1131,NL,NY1,SFG,New York Giants
1132,NL,PHI,PHI,Philadelphia Phillies
1133,NL,PIT,PIT,Pittsburgh Pirates
1134,NL,SLN,STL,St. Louis Cardinals
1135,AL,BOS,BOS,Boston Red Sox
1136,AL,CHA,CHW,Chicago White Sox
1137,AL,CLE,CLE,Cleveland Indians
1138,AL,DET,DET,Detroit Tigers
1139,AL,NYA,NYY,New York Yankees
1140,AL,PHA,OAK,Philadelphia Athletics
1141,AL,SLA,BAL,St. Louis Browns
1142,AL,WS1,MIN,Washington Senators
1143,NL,BRO,LAD,Brooklyn Dodgers
1144,NL,BSN,ATL,Boston Braves
1145,NL,CHN,CHC,Chicago Cubs
1146,NL,CIN,CIN,Cincinnati Reds
1147,NL,NY1,SFG,New York Giants
1148,NL,PHI,PHI,Philadelphia Phillies
1149,NL,PIT,PIT,Pittsburgh Pirates
1150,NL,SLN,STL,St. Louis Cardinals
1151,AL,BOS,BOS,Boston Red Sox
1152,AL,CHA,CHW,Chicago White Sox
1153,AL,CLE,CLE,Cleveland Indians
1154,AL,DET,DET,Detroit Tigers
1155,AL,NYA,NYY,New York Yankees
1156,AL,PHA,OAK,Philadelphia Athletics
1157,AL,SLA,BAL,St. Louis Browns
1158,AL,WS1,MIN,Washington Senators
1159,NL,BRO,LAD,Brooklyn Dodgers
1160,NL,BSN,ATL,Boston Braves
1161,NL,CHN,CHC,Chicago Cubs
1162,NL,CIN,CIN,Cincinnati Reds
1163,NL,NY1,SFG,New York Giants
1164,NL,PHI,PHI,Philadelphia Phillies
1165,NL,PIT,PIT,Pittsburgh Pirates
1166,NL,SLN,STL,St. Louis Cardinals
1167,AL,BOS,BOS,Boston Red Sox
1168,AL,CHA,CHW,Chicago White Sox
1169,AL,CLE,CLE,Cleveland Indians
1170,AL,DET,DET,Detroit Tigers
1171,AL,NYA,NYY,New York Yankees
1172,AL,PHA,OAK,Philadelphia Athletics
1173,AL,SLA,BAL,St. Louis Browns
1174,AL,WS1,MIN,Washington Senators
1175,NL,BRO,LAD,Brooklyn Dodgers
1176,NL,BSN,ATL,Boston Braves
1177,NL,CHN,CHC,Chicago Cubs
1178,NL,CIN,CIN,Cincinnati Reds
1179,NL,NY1,SFG,New York Giants
1180,NL,PHI,PHI,Philadelphia Phillies
1181,NL,PIT,PIT,Pittsburgh Pirates
1182,NL,SLN,STL,St. Louis Cardinals
1183,AL,BOS,BOS,Boston Red Sox
1184,AL,CHA,CHW,Chicago White Sox
1185,AL,CLE,CLE,Cleveland Indians
1186,AL,DET,DET,Detroit Tigers
1187,AL,NYA,NYY,New York Yankees
1188,AL,PHA,OAK,Philadelphia Athletics
1189,AL,SLA,BAL,St. Louis Browns
1190,AL,WS1,MIN,Washington Senators
1191,NL,BRO,LAD,Brooklyn Dodgers
1192,NL,BSN,ATL,Boston Braves
1193,NL,CHN,CHC,Chicago Cubs
1194,NL,CIN,CIN,Cincinnati Reds
1195,NL,NY1,SFG,New York Giants
1196,NL,PHI,PHI,Philadelphia Phillies
1197,NL,PIT,PIT,Pittsburgh Pirates
1198,NL,SLN,STL,St. Louis Cardinals
1199,AL,BOS,BOS,Boston Red Sox
1200,AL,CHA,CHW,Chicago White Sox
1201,AL,CLE,CLE,Cleveland Indians
1202,AL,DET,DET,Detroit Tigers
1203,AL,NYA,NYY,New York Yankees
1204,AL,PHA,OAK,Philadelphia Athletics
1205,AL,SLA,BAL,St. Louis Browns
1206,AL,WS1,MIN,Washington Senators
1207,NL,BRO,LAD,Brooklyn Dodgers
1208,NL,BSN,ATL,Boston Braves
1209,NL,CHN,CHC,Chicago Cubs
1210,NL,CIN,CIN,Cincinnati Reds
1211,NL,NY1,SFG,New York Giants
1212,NL,PHI,PHI,Philadelphia Phillies
1213,NL,PIT,PIT,Pittsburgh Pirates
1214,NL,SLN,STL,St. Louis Cardinals
1215,AL,BOS,BOS,Boston Red Sox
1216,AL,CHA,CHW,Chicago White Sox
1217,AL,CLE,CLE,Cleveland Indians
1218,AL,DET,DET,Detroit Tigers
1219,AL,NYA,NYY,New York Yankees
1220,AL,PHA,OAK,Philadelphia Athletics
1221,AL,SLA,BAL,St. Louis Browns
1222,AL,WS1,MIN,Washington Senators
1223,NL,BRO,LAD,Brooklyn Dodgers
1224,NL,BSN,ATL,Boston Braves
1225,NL,CHN,CHC,Chicago Cubs
1226,NL,CIN,CIN,Cincinnati Reds
1227,NL,NY1,SFG,New York Giants
1228,NL,PHI,PHI,Philadelphia Phillies
1229,NL,PIT,PIT,Pittsburgh Pirates
1230,NL,SLN,STL,St. Louis Cardinals
1231,AL,BOS,BOS,Boston Red Sox
1232,AL,CHA,CHW,Chicago White Sox
1233,AL,CLE,CLE,Cleveland Indians
1234,AL,DET,DET,Detroit Tigers
1235,AL,NYA,NYY,New York Yankees
1236,AL,PHA,OAK,Philadelphia Athletics
1237,AL,SLA,BAL,St. Louis Browns
1238,AL,WS1,MIN,Washington Senators
1239,NL,BRO,LAD,Brooklyn Dodgers
1240,NL,CHN,CHC,Chicago Cubs
1241,NL,CIN,CIN,Cincinnati Reds
1242,NL,ML1,ATL,Milwaukee Braves
1243,NL,NY1,SFG,New York Giants
1244,NL,PHI,PHI,Philadelphia Phillies
1245,NL,PIT,PIT,Pittsburgh Pirates
