,lgID,teamID,franchID,name
2922,NL,SFN,SFG,San Francisco Giants
2923,NL,SLN,STL,St. Louis Cardinals
2924,NL,WAS,WSN,Washington Nationals
2925,AL,BAL,BAL,Baltimore Orioles
2926,AL,BOS,BOS,Boston Red Sox
2927,AL,CHA,CHW,Chicago White Sox
2928,AL,CLE,CLE,Cleveland Indians
2929,AL,DET,DET,Detroit Tigers
2930,AL,HOU,HOU,Houston Astros
2931,AL,KCA,KCR,Kansas City Royals
2932,AL,LAA,ANA,Los Angeles Angels of Anaheim
2933,AL,MIN,MIN,Minnesota Twins
2934,AL,NYA,NYY,New York Yankees
2935,AL,OAK,OAK,Oakland Athletics
2936,AL,SEA,SEA,Seattle Mariners
2937,AL,TBA,TBD,Tampa Bay Rays
2938,AL,TEX,TEX,Texas Rangers
2939,AL,TOR,TOR,Toronto Blue Jays
2940,NL,ARI,ARI,Arizona Diamondbacks
2941,NL,ATL,ATL,Atlanta Braves
2942,NL,CHN,CHC,Chicago Cubs
2943,NL,CIN,CIN,Cincinnati Reds
2944,NL,COL,COL,Colorado Rockies
2945,NL,LAN,LAD,Los Angeles Dodgers
2946,NL,MIA,FLA,Miami Marlins
2947,NL,MIL,MIL,Milwaukee Brewers
2948,NL,NYN,NYM,New York Mets
2949,NL,PHI,PHI,Philadelphia Phillies
2950,NL,PIT,PIT,Pittsburgh Pirates
2951,NL,SDN,SDP,San Diego Padres
2952,NL,SFN,SFG,San Francisco Giants
2953,NL,SLN,STL,St. Louis Cardinals
2954,NL,WAS,WSN,Washington Nationals
2955,AL,BAL,BAL,Baltimore Orioles
2956,AL,BOS,BOS,Boston Red Sox
2957,AL,CHA,CHW,Chicago White Sox
2958,AL,CLE,CLE,Cleveland Indians
2959,AL,DET,DET,Detroit Tigers
2960,AL,HOU,HOU,Houston Astros
2961,AL,KCA,KCR,Kansas City Royals
2962,AL,LAA,ANA,Los Angeles Angels of Anaheim
2963,AL,MIN,MIN,Minnesota Twins
2964,AL,NYA,NYY,New York Yankees
2965,AL,OAK,OAK,Oakland Athletics
2966,AL,SEA,SEA,Seattle Mariners
2967,AL,TBA,TBD,Tampa Bay Rays
2968,AL,TEX,TEX,Texas Rangers
2969,AL,TOR,TOR,Toronto Blue Jays
2970,NL,ARI,ARI,Arizona Diamondbacks
2971,NL,ATL,ATL,Atlanta Braves
2972,NL,CHN,CHC,Chicago Cubs
2973,NL,CIN,CIN,Cincinnati Reds
2974,NL,COL,COL,Colorado Rockies
2975,NL,LAN,LAD,Los Angeles Dodgers
2976,NL,MIA,FLA,Miami Marlins
2977,NL,MIL,MIL,Milwaukee Brewers
2978,NL,NYN,NYM,New York Mets
2979,NL,PHI,PHI,Philadelphia Phillies
2980,NL,PIT,PIT,Pittsburgh Pirates
2981,NL,SDN,SDP,San Diego Padres
2982,NL,SFN,SFG,San Francisco Giants
2983,NL,SLN,STL,St. Louis Cardinals
2984,NL,WAS,WSN,Washington Nationals
2985,AL,BAL,BAL,Baltimore Orioles
2986,AL,BOS,BOS,Boston Red Sox
2987,AL,CHA,CHW,Chicago White Sox
2988,AL,CLE,CLE,Cleveland Guardians
2989,AL,DET,DET,Detroit Tigers
2990,AL,HOU,HOU,Houston Astros
2991,AL,KCA,KCR,Kansas City Royals
2992,AL,LAA,ANA,Los Angeles Angels of Anaheim
2993,AL,MIN,MIN,Minnesota Twins
2994,AL,NYA,NYY,New York Yankees
2995,AL,OAK,OAK,Oakland Athletics
2996,AL,SEA,SEA,Seattle Mariners
2997,AL,TBA,TBD,Tampa Bay Rays
2998,AL,TEX,TEX,Texas Rangers
2999,AL,TOR,TOR,Toronto Blue Jays
3000,NL,ARI,ARI,Arizona Diamondbacks
3001,NL,ATL,ATL,Atlanta Braves
3002,NL,CHN,CHC,Chicago Cubs
3003,NL,CIN,CIN,Cincinnati Reds
3004,NL,COL,COL,Colorado Rockies
3005,NL,LAN,LAD,Los Angeles Dodgers
3006,NL,MIA,FLA,Miami Marlins
3007,NL,MIL,MIL,Milwaukee Brewers
3008,NL,NYN,NYM,New York Mets
3009,NL,PHI,PHI,Philadelphia Phillies
3010,NL,PIT,PIT,Pittsburgh Pirates
3011,NL,SDN,SDP,San Diego Padres
3012,NL,SFN,SFG,San Francisco Giants
3013,NL,SLN,STL,St. Louis Cardinals
3014,NL,WAS,WSN,Washington Nationals
3015,AL,BAL,BAL,Baltimore Orioles
3016,AL,BOS,BOS,Boston Red Sox
3017,AL,CHA,CHW,Chicago White Sox
3018,AL,CLE,CLE,Cleveland Guardians
3019,AL,DET,DET,Detroit Tigers
3020,AL,HOU,HOU,Houston Astros
3021,AL,KCA,KCR,Kansas City Royals
3022,AL,LAA,ANA,Los Angeles Angels of Anaheim
3023,AL,MIN,MIN,Minnesota Twins
3024,AL,NYA,NYY,New York Yankees
3025,AL,OAK,OAK,Oakland Athletics
3026,AL,SEA,SEA,Seattle Mariners
3027,AL,TBA,TBD,Tampa Bay Rays
3028,AL,TEX,TEX,Texas Rangers
3029,AL,TOR,TOR,Toronto Blue Jays
3030,NL,ARI,ARI,Arizona Diamondbacks
3031,NL,ATL,ATL,Atlanta Braves
3032,NL,CHN,CHC,Chicago Cubs
3033,NL,CIN,CIN,Cincinnati Reds
3034,NL,COL,COL,Colorado Rockies
3035,NL,LAN,LAD,Los Angeles Dodgers
3036,NL,MIA,FLA,Miami Marlins
3037,NL,MIL,MIL,Milwaukee Brewers
3038,NL,NYN,NYM,New York Mets
3039,NL,PHI,PHI,Philadelphia Phillies
3040,NL,PIT,PIT,Pittsburgh Pirates
3041,NL,SDN,SDP,San Diego Padres
3042,NL,SFN,SFG,San Francisco Giants
3043,NL,SLN,STL,St. Louis Cardinals
3044,NL,WAS,WSN,Washington Nationals
